application,dependency_id,library,version,vulnerability_score,license_score,maintenance_score,dependency_depth_score,final_risk_score,final_risk_level,explanation
Analytics Platform,APP007_T32,BouncyCastle,3.0.0,0.0,75.0,40.0,50.0,31.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T33,OpenSSL,3.2.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T34,OpenSSL,1.0.0,92.0,100.0,40.0,50.0,79.4,Critical,Highest matched CVSS is 9.2; vulnerability severity score is 92.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T35,Lodash,2.17.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T36,Gson,3.0.0,96.0,0.0,100.0,50.0,68.2,High,Highest matched CVSS is 9.6; vulnerability severity score is 96.0. License status is Compatible; license score is 0. Proprietary is permitted by the Proprietary application policy. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T37,BouncyCastle,2.17.1,69.0,0.0,40.0,50.0,44.05,Medium,Highest matched CVSS is 6.9; vulnerability severity score is 69.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T38,Log4j,3.0.0,70.0,75.0,40.0,50.0,63.25,High,Highest matched CVSS is 7.0; vulnerability severity score is 70.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T39,BouncyCastle,1.5.0,94.0,0.0,40.0,50.0,55.3,High,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Analytics Platform,APP007_T40,BouncyCastle,2.17.1,69.0,0.0,40.0,50.0,44.05,Medium,Highest matched CVSS is 6.9; vulnerability severity score is 69.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_D01,Spring Boot,1.5.0,70.0,100.0,0.0,25.0,59.0,High,Highest matched CVSS is 7.0; vulnerability severity score is 70.0. License status is Incompatible; license score is 100. MPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D02,React,1.5.0,0.0,75.0,0.0,25.0,21.25,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D03,Express,3.0.0,55.0,0.0,0.0,25.0,27.25,Medium,Highest matched CVSS is 5.5; vulnerability severity score is 55.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D04,FastAPI,1.5.0,78.0,0.0,0.0,25.0,37.6,Medium,Highest matched CVSS is 7.8; vulnerability severity score is 78.0. License status is Compatible; license score is 0. Unlicense is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D05,Kafka Client,2.0.0,90.0,0.0,0.0,25.0,43.0,Medium,Highest matched CVSS is 9.0; vulnerability severity score is 90.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D06,PostgreSQL JDBC,2.14.1,0.0,100.0,0.0,25.0,27.5,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D07,MySQL Connector,2.17.1,64.0,0.0,0.0,25.0,31.3,Medium,Highest matched CVSS is 6.4; vulnerability severity score is 64.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D08,Redis Client,2.14.1,0.0,75.0,0.0,25.0,21.25,Low,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D09,Netty,3.2.1,38.0,100.0,0.0,25.0,44.6,Medium,Highest matched CVSS is 3.8; vulnerability severity score is 38.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_D10,Hibernate,3.0.0,65.0,100.0,0.0,25.0,56.75,High,Highest matched CVSS is 6.5; vulnerability severity score is 65.0. License status is Incompatible; license score is 100. CDDL is not compatible with the Proprietary application policy. Maintenance status is Actively Maintained; maintenance score is 0. Dependency is Direct; dependency depth score is 25.
Notification Service,APP008_T01,JUnit5,2.17.1,91.0,75.0,40.0,50.0,72.7,High,Highest matched CVSS is 9.1; vulnerability severity score is 91.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T02,Tomcat,3.2.1,76.0,100.0,40.0,50.0,72.2,High,Highest matched CVSS is 7.6; vulnerability severity score is 76.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T03,OpenSSL,1.0.0,92.0,0.0,40.0,50.0,54.4,High,Highest matched CVSS is 9.2; vulnerability severity score is 92.0. License status is Compatible; license score is 0. Apache-2.0 is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T04,Jackson,2.14.1,43.0,100.0,40.0,50.0,57.35,High,Highest matched CVSS is 4.3; vulnerability severity score is 43.0. License status is Incompatible; license score is 100. GPL-3.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T05,SLF4J,2.17.1,51.0,75.0,40.0,50.0,54.7,High,Highest matched CVSS is 5.1; vulnerability severity score is 51.0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T06,Log4j,3.2.1,94.0,0.0,40.0,50.0,55.3,High,Highest matched CVSS is 9.4; vulnerability severity score is 94.0. License status is Compatible; license score is 0. ISC is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T07,Gson,2.17.1,0.0,100.0,40.0,50.0,38.0,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Incompatible; license score is 100. EPL-2.0 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T08,SnakeYAML,2.17.1,0.0,75.0,100.0,50.0,43.75,Medium,No matched vulnerabilities; vulnerability severity score is 0. License status is Unknown; license score is 75. The dependency license is unknown or has no verified license grant. Maintenance status is Unmaintained; maintenance score is 100. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T09,Commons IO,1.5.0,66.0,0.0,40.0,50.0,42.7,Medium,Highest matched CVSS is 6.6; vulnerability severity score is 66.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T10,Jackson,1.0.0,87.0,0.0,40.0,50.0,52.15,High,Highest matched CVSS is 8.7; vulnerability severity score is 87.0. License status is Compatible; license score is 0. BSD-3-Clause is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T11,Axios,1.5.0,64.0,100.0,40.0,50.0,66.8,High,Highest matched CVSS is 6.4; vulnerability severity score is 64.0. License status is Incompatible; license score is 100. LGPL-2.1 is not compatible with the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
Notification Service,APP008_T12,Commons IO,3.0.0,46.0,0.0,40.0,50.0,33.7,Medium,Highest matched CVSS is 4.6; vulnerability severity score is 46.0. License status is Compatible; license score is 0. MIT is permitted by the Proprietary application policy. Maintenance status is Moderately Outdated; maintenance score is 40. Dependency is Transitive; dependency depth score is 50.
